length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_eq,nb_slash,nb_www,ratio_digits_url,ratio_digits_host,tld_in_subdomain,prefix_suffix,shortening_service,phish_hints,domain_age,dns_record,https_token,google_index,page_rank,web_traffic,label
110,13,0,1,2,0,1,2,9,0,0.045454545,0.0,0,1,0,4,3053,0,0,1,2,0,1
127,50,1,4,1,0,1,3,4,0,0.165354331,0.0,1,1,0,0,3993,0,1,1,0,5707171,1
48,15,0,2,1,0,0,0,6,1,0.020833333,0.0,0,1,0,2,177,0,0,1,0,0,1
50,16,0,3,0,0,0,0,4,0,0.02,0.0,0,0,0,0,3151,0,0,1,3,0,1
37,28,0,3,0,0,0,0,3,1,0.0,0.0,0,0,0,0,-1,0,1,0,0,3286659,0
25,17,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,2134,0,0,0,3,909720,0
46,16,0,2,0,0,0,0,4,0,0.0,0.0,0,0,0,0,7132,0,1,0,7,12,0
46,12,0,3,0,0,0,0,5,1,0.0,0.0,0,0,0,0,-1,0,0,1,2,2488533,1
43,16,0,2,0,0,0,0,4,0,0.0,0.0,0,0,0,0,7134,0,1,0,7,12,0
25,18,0,2,0,0,0,0,2,0,0.0,0.0,0,0,0,0,5161,0,0,0,8,0,0
39,31,0,2,1,0,0,0,3,0,0.102564103,0.129032258,0,1,0,0,6996,1,0,1,1,1063779,1
27,18,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,7325,0,1,0,3,87260,0
46,13,0,1,1,0,0,0,6,0,0.02173913,0.0,0,1,0,1,6326,0,1,0,10,644,0
77,23,1,1,0,0,0,0,5,0,0.272727273,0.0,0,0,0,0,5767,0,0,1,2,0,1
30,9,0,1,0,0,0,0,5,0,0.0,0.0,0,0,0,0,2388,0,0,1,0,0,1
28,20,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,1523,0,0,0,1,3075756,0
58,19,0,3,0,0,0,0,7,1,0.0,0.0,0,0,0,3,2668,0,0,1,0,0,1
40,18,0,2,0,0,0,0,4,1,0.0,0.0,0,0,0,0,9204,0,0,0,6,688,0
28,21,0,2,0,0,0,0,2,0,0.0,0.0,0,0,1,0,7295,0,0,1,5,0,1
48,23,0,4,1,0,0,0,5,0,0.0,0.0,0,1,0,1,7,0,0,1,0,0,1
31,16,0,1,0,0,0,0,3,0,0.0,0.0,0,0,0,0,-1,0,1,1,1,0,1
40,31,0,2,1,0,0,0,3,0,0.0,0.0,0,1,0,1,-1,0,1,1,1,77586,1
31,22,0,2,0,0,0,0,3,0,0.064516129,0.090909091,0,0,1,0,7295,0,1,1,5,0,1
76,50,1,4,1,0,0,0,4,0,0.131578947,0.0,1,1,0,0,3993,0,0,1,0,5707171,1
24,15,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,1079,0,1,0,4,122264,0
84,20,0,3,0,0,0,0,4,1,0.071428571,0.0,0,0,0,0,5201,0,0,1,3,62156,0
26,18,0,1,0,0,0,0,3,0,0.0,0.0,0,0,1,0,384,0,0,0,0,0,1
54,15,0,2,3,0,0,0,5,1,0.055555556,0.0,0,0,1,0,9283,0,1,0,7,124,0
30,21,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,-1,0,1,0,4,0,0
58,17,0,1,4,0,0,0,4,0,0.034482759,0.0,0,0,1,0,5154,0,0,0,5,1499,0
25,18,0,2,0,0,0,0,2,0,0.0,0.0,0,0,0,0,5010,0,0,1,1,0,1
125,50,1,4,1,0,1,3,5,0,0.184,0.0,1,1,0,0,3992,0,0,1,0,5697976,1
47,19,0,2,0,0,1,1,4,1,0.0,0.0,0,0,0,0,5751,0,0,0,5,3753,0
54,16,0,2,0,0,0,0,4,1,0.0,0.0,0,0,0,0,2388,0,0,0,6,1625,0
87,13,0,5,0,0,0,0,7,0,0.011494253,0.0,0,0,0,0,1301,0,0,1,0,0,1
50,27,0,2,1,0,0,0,3,1,0.0,0.0,0,0,0,0,5701,0,1,0,5,109494,0
34,25,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,3737,0,1,0,4,805233,0
35,26,0,2,0,0,0,0,3,0,0.0,0.0,0,0,0,0,5159,0,1,1,8,0,1
72,17,0,3,1,0,0,0,6,1,0.069444444,0.0,0,1,0,0,7693,0,0,0,5,54756,0
65,33,0,3,0,0,0,0,4,0,0.0,0.0,0,0,0,0,2719,0,1,1,1,296455,1
113,15,0,2,1,0,1,1,7,0,0.088495575,0.0,0,1,0,1,8346,0,1,1,10,1,1
33,25,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,8052,0,0,0,4,3775557,0
86,50,1,2,0,0,1,1,4,0,0.174418605,0.28,0,0,0,2,3101,0,1,1,4,0,1
68,30,0,2,3,0,0,0,4,0,0.0,0.0,0,0,0,0,6126,0,0,0,4,14444,0
79,14,0,2,1,0,0,0,8,0,0.0,0.0,0,1,0,0,3259,0,0,1,2,0,1
37,28,0,3,0,0,0,0,3,1,0.0,0.0,0,0,0,0,-1,0,1,0,0,0,0
33,16,0,2,0,0,0,0,4,0,0.03030303,0.0,0,0,0,0,7133,0,1,0,7,12,0
20,12,1,3,0,0,0,0,3,0,0.45,0.75,1,0,0,0,-1,1,0,1,0,0,1
31,23,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,3533,0,0,0,4,0,0
32,19,0,2,0,0,0,0,4,1,0.0,0.0,0,0,0,0,6674,0,0,0,4,1789478,0
73,41,0,7,2,0,0,0,6,0,0.04109589,0.073170732,0,0,1,1,5616,0,1,1,5,5528499,1
36,11,0,3,0,0,0,0,4,1,0.0,0.0,0,0,0,0,-1,0,1,0,3,1961966,0
49,13,0,3,0,0,1,1,3,1,0.0,0.0,0,0,0,0,2292,0,1,0,4,134706,1
27,18,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,1812,0,1,0,3,0,0
29,21,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,-1,0,0,0,4,7339056,0
45,20,0,2,0,0,0,0,5,1,0.022222222,0.0,0,0,0,0,-1,0,1,1,5,36388,0
44,18,0,2,0,0,0,0,4,1,0.0,0.0,0,0,0,0,9205,0,0,0,6,690,0
45,21,0,2,0,0,0,0,5,1,0.0,0.0,0,0,0,0,5569,0,0,1,0,0,1
58,19,0,1,4,0,0,0,4,0,0.0,0.0,0,0,0,1,3715,0,0,1,4,198408,0
102,19,0,3,9,0,0,0,6,1,0.049019608,0.0,0,0,0,0,8759,0,0,0,8,945,0
61,20,0,3,0,0,0,0,4,1,0.06557377,0.0,0,0,0,0,5378,0,0,1,2,0,0
88,21,1,2,0,0,0,0,7,0,0.261363636,0.0,0,0,0,0,3206,0,0,1,0,0,1
30,21,0,1,2,0,0,0,3,0,0.0,0.0,0,0,1,0,1,0,1,1,0,0,1
54,11,0,2,0,0,0,0,4,0,0.240740741,0.0,0,0,1,0,7826,0,1,1,6,386,1
21,6,0,1,0,0,0,0,4,0,0.047619048,0.166666667,0,0,0,0,-1,0,0,0,5,211436,0
90,23,0,3,6,0,0,0,4,1,0.055555556,0.0,0,0,0,0,2625,0,1,1,3,346466,0
188,24,1,4,9,0,1,0,10,0,0.186170213,0.083333333,0,0,0,0,2362,0,0,1,1,173942,1
66,19,0,3,0,0,0,0,4,1,0.0,0.0,0,0,0,0,6136,0,0,0,4,39984,0
36,12,1,2,0,0,0,0,5,1,0.194444444,0.0,0,0,0,0,8969,0,0,0,8,70,0
48,9,0,3,0,0,0,0,5,1,0.0,0.0,0,0,0,4,7528,0,0,1,0,0,1
48,28,0,4,0,0,0,0,4,1,0.0,0.0,0,0,0,0,6036,0,0,1,4,5034121,1
142,25,0,5,0,0,1,1,3,0,0.126760563,0.0,0,0,1,0,5616,0,1,1,5,0,1
32,24,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,6828,0,0,0,1,0,0
34,15,0,1,0,0,0,0,5,0,0.0,0.0,0,0,0,0,1433,0,0,1,0,0,1
28,19,0,2,0,0,0,0,3,0,0.0,0.0,0,0,0,0,804,0,1,1,2,0,1
95,23,0,3,1,0,0,0,8,1,0.042105263,0.0,0,1,0,2,1797,0,1,1,0,0,1
46,18,0,2,0,0,0,0,4,0,0.0,0.0,0,0,0,0,6070,0,0,0,5,14420,0
127,50,1,4,1,0,1,3,4,0,0.181102362,0.0,1,1,0,0,3992,0,1,1,0,5707171,1
66,35,1,4,0,0,0,0,6,0,0.212121212,0.4,0,0,1,0,5616,0,0,1,5,0,1
122,23,0,2,3,0,1,1,7,0,0.049180328,0.0,0,1,1,0,8019,0,1,1,4,0,1
43,12,0,2,1,0,0,0,5,1,0.0,0.0,0,1,0,0,9109,0,0,0,6,57349,0
18,10,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,8710,0,0,0,5,106251,0
35,26,0,2,0,0,0,0,3,0,0.114285714,0.153846154,0,0,1,0,7295,0,1,1,5,0,1
124,17,0,4,1,1,1,1,9,0,0.0,0.0,0,1,0,4,4609,0,0,1,3,0,1
95,12,0,2,7,0,0,0,6,1,0.0,0.0,0,0,0,0,-1,0,1,1,6,7974,0
55,19,0,2,2,0,0,0,4,0,0.181818182,0.0,0,1,0,0,2986,0,0,1,0,0,1
26,11,0,1,0,0,0,0,3,0,0.038461538,0.0,0,0,0,0,672,0,1,1,3,1173510,1
54,22,0,2,1,0,0,0,4,0,0.111111111,0.0,0,0,0,0,7814,0,0,0,6,2521,0
34,26,0,2,1,0,0,0,3,0,0.0,0.0,0,1,0,0,1602,0,0,0,0,0,1
38,30,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,3220,0,0,0,3,0,0
38,30,0,3,0,0,0,0,3,0,0.0,0.0,0,0,0,1,1901,0,0,1,0,0,1
47,25,0,3,0,0,0,0,3,0,0.021276596,0.04,0,0,0,0,2535,0,0,1,4,3245304,1
61,21,1,2,0,0,1,2,4,0,0.147540984,0.0,0,0,0,0,12210,0,1,0,8,50,0
59,21,0,4,1,0,0,0,3,1,0.0,0.0,0,0,1,0,3936,0,1,1,3,891715,1
66,38,0,5,2,0,0,0,4,0,0.0,0.0,0,0,1,1,5616,0,1,1,5,0,1
55,47,1,4,1,0,0,0,3,1,0.218181818,0.255319149,0,1,0,0,76,0,0,1,0,0,1
81,12,0,2,1,0,0,0,6,0,0.061728395,0.0,0,1,0,1,1852,0,1,1,0,0,1
127,18,1,2,15,0,0,0,5,0,0.165354331,0.0,0,1,0,0,7764,0,1,0,5,32,0
37,29,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,2286,0,0,0,1,0,0
58,41,0,5,0,0,0,0,3,0,0.0,0.0,0,0,1,0,5616,0,0,1,5,0,1
51,32,0,3,0,0,0,0,3,0,0.019607843,0.03125,0,0,0,0,7083,0,0,1,3,17964,1
18,9,0,1,0,0,0,0,3,0,0.0,0.0,0,0,0,0,-1,0,1,0,3,1276401,0
21,12,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,8458,0,1,0,5,595432,0
76,50,1,4,1,0,0,0,4,0,0.105263158,0.0,1,1,0,0,3992,0,0,1,0,5697976,1
37,29,0,2,0,0,0,0,3,0,0.027027027,0.034482759,0,0,0,2,1950,0,0,1,1,341948,1
83,13,0,3,1,0,0,0,9,0,0.0,0.0,0,1,0,5,3340,0,0,1,0,0,1
17,10,0,1,0,0,0,0,2,0,0.0,0.0,0,0,0,0,-1,0,0,0,2,170804,0
204,27,0,2,6,0,1,2,5,0,0.098039216,0.0,0,0,1,0,7968,0,1,0,7,892,1
27,18,0,2,1,0,0,0,3,0,0.0,0.0,0,1,0,0,563,0,1,0,2,0,1
44,29,1,2,0,0,0,0,3,0,0.5,0.517241379,0,0,0,0,3378,0,0,1,4,3100263,1
25,14,0,2,0,0,0,0,4,0,0.0,0.0,0,0,0,0,8884,0,0,1,2,0,1
68,17,0,1,3,0,0,0,7,0,0.0,0.0,0,1,0,0,3327,0,0,0,4,12214,0
116,18,1,2,13,0,0,0,5,0,0.189655172,0.0,0,1,0,0,7767,0,1,1,5,33,0
128,50,1,4,1,0,1,3,5,0,0.1640625,0.0,1,1,0,0,3993,0,1,1,0,5707171,1
29,22,0,2,0,0,0,0,2,0,0.0,0.0,0,0,1,0,7296,0,0,0,5,0,0
30,21,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,4913,0,1,0,3,0,0
35,27,0,2,0,0,0,0,3,0,0.0,0.0,0,0,1,0,7299,0,0,0,5,3199234,0
42,33,0,1,4,0,0,0,3,0,0.095238095,0.121212121,0,0,0,0,-1,0,1,1,0,0,1
44,22,0,3,0,0,0,0,4,1,0.090909091,0.0,0,0,0,0,5987,0,1,1,3,202433,0
23,15,0,2,0,0,0,0,3,1,0.0,0.0,0,0,1,0,2545,0,0,0,2,0,0
85,15,0,2,7,0,0,0,5,1,0.105882353,0.0,0,0,1,0,9285,0,1,0,7,121,0
93,14,1,2,0,0,0,0,6,0,0.204301075,0.0,0,0,0,0,2192,0,1,1,0,0,1
45,15,0,3,0,0,0,0,5,0,0.022222222,0.0,0,0,1,0,3379,0,0,0,0,0,1
16,7,0,1,0,0,0,0,3,0,0.0,0.0,0,0,0,0,3198,0,1,0,3,3342642,0
34,17,0,2,1,0,0,0,3,0,0.117647059,0.0,0,1,0,0,-2,0,0,1,1,0,0
48,27,0,4,0,0,0,0,4,1,0.041666667,0.037037037,0,0,0,0,962,1,0,1,1,272827,1
45,15,0,1,0,0,0,0,4,0,0.044444444,0.0,0,0,0,0,5948,0,1,1,6,98000,0
55,24,0,2,1,0,0,0,5,0,0.036363636,0.0,0,1,1,0,7120,0,0,1,4,33254,0
302,26,1,5,1,0,1,1,9,0,0.42384106,0.307692308,0,0,0,0,7086,0,1,1,3,18263,1
44,21,0,2,2,0,0,0,4,1,0.0,0.0,0,0,1,2,1374,0,0,1,2,4026793,1
25,17,0,2,1,0,0,0,3,1,0.0,0.0,0,1,0,0,2485,0,0,0,2,268961,0
32,23,0,2,1,0,0,0,3,0,0.0,0.0,0,1,0,0,4,0,1,1,0,0,1
56,38,0,5,2,0,0,0,3,0,0.107142857,0.1578947369999999,0,0,1,0,5612,0,1,1,5,0,1
37,21,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,6591,0,1,0,4,309164,0
126,50,1,4,1,0,1,3,4,0,0.119047619,0.0,1,1,0,0,3993,0,0,1,0,5707171,1
28,21,0,2,0,0,0,0,2,1,0.0,0.0,0,0,0,0,1179,0,0,0,3,1168950,0
52,16,0,1,0,0,0,0,7,0,0.0,0.0,0,0,0,1,3270,0,0,1,0,0,1
115,19,1,3,1,0,0,0,10,1,0.147826087,0.0,0,1,0,3,2047,0,0,1,0,0,1
75,25,0,2,5,0,0,0,4,1,0.08,0.0,0,0,0,0,9133,0,0,0,7,2439,0
49,18,0,2,0,0,0,0,4,1,0.0,0.0,0,0,0,0,6163,0,1,1,5,92602,0
45,15,0,2,3,0,0,0,3,1,0.0,0.0,0,0,0,0,5886,0,0,0,6,184,0
85,10,1,2,2,0,0,0,6,0,0.176470588,0.0,0,1,0,0,3277,0,1,1,2,8137075,1
138,13,1,2,1,0,1,7,3,0,0.326086957,0.0,0,0,0,0,1115,0,0,1,0,6093988,1
33,11,0,1,1,0,0,0,3,0,0.0,0.0,0,0,1,0,6753,0,1,1,8,2305,1
36,19,0,2,0,0,0,0,4,0,0.0,0.0,0,0,0,0,-1,0,1,1,3,0,1
21,13,0,2,0,0,0,0,3,0,0.19047619,0.307692308,0,0,1,0,686,0,0,1,0,0,1
61,44,0,5,3,0,0,0,3,0,0.0,0.0,0,0,1,1,5627,0,0,1,5,0,1
96,17,0,2,1,0,0,0,6,0,0.09375,0.0,0,1,0,0,8347,0,1,1,10,1,1
167,31,0,3,1,0,1,3,8,1,0.011976048,0.064516129,0,1,0,0,7087,0,1,1,3,18105,1
76,12,0,1,5,0,0,0,6,0,0.078947368,0.0,0,0,0,0,-1,0,1,0,5,0,0
57,14,0,2,0,0,1,1,5,1,0.0,0.0,0,0,0,0,1082,0,0,1,2,0,1
19,12,0,1,0,0,0,0,2,0,0.0,0.0,0,0,0,0,1856,0,0,0,0,0,0
125,38,0,2,1,0,1,0,6,0,0.0,0.0,0,1,0,4,322,0,1,1,0,126941,1
66,13,0,2,3,0,0,0,4,0,0.060606061,0.0,0,0,0,0,647,0,1,1,1,1530583,1
52,35,0,2,3,0,1,0,3,0,0.0,0.0,0,0,0,0,6382,0,0,1,3,0,1
29,21,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,1986,0,0,0,2,8007474,0
34,26,0,2,0,0,0,0,3,0,0.0,0.0,0,0,1,0,7296,0,0,0,5,0,0
38,19,0,2,0,0,0,0,4,1,0.0,0.0,0,0,0,0,7164,0,1,0,2,173889,0
30,21,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,-1,0,1,0,3,1564669,0
62,21,0,2,1,0,0,0,7,0,0.129032258,0.0,0,1,0,0,7445,0,1,0,8,0,0
26,18,0,2,0,0,0,0,3,0,0.0,0.0,0,0,0,0,2634,0,0,0,2,5403,1
938,56,1,3,0,0,1,2,6,0,0.7238805970000001,0.0,0,0,0,0,16,0,0,1,0,0,1
83,22,1,4,1,0,0,0,5,0,0.228915663,0.0,0,1,1,0,5659,0,0,1,6,889,1
39,13,0,3,1,0,0,0,3,0,0.0,0.0,0,1,0,0,-1,0,1,1,3,0,1
112,18,0,2,8,0,0,0,5,1,0.0,0.0,0,1,1,0,5668,0,1,0,5,76725,0
43,19,0,3,0,0,0,0,4,1,0.023255814,0.0,0,0,0,0,8246,0,0,1,4,16925,0
52,44,0,5,2,0,0,0,3,1,0.0,0.0,0,0,1,0,5627,0,0,1,5,0,1
29,22,0,2,0,0,0,0,2,0,0.0,0.0,0,0,0,0,323,0,0,1,0,0,1
71,45,0,2,0,0,0,0,4,0,0.225352113,0.177777778,0,0,0,0,1834,0,0,1,0,0,1
60,26,0,2,1,0,0,0,4,1,0.0,0.0,0,0,0,0,8145,0,0,0,5,89705,0
59,19,0,2,0,0,0,0,7,1,0.0,0.0,0,0,0,0,7605,0,0,0,5,15306,0
121,17,0,3,1,0,1,7,5,0,0.115702479,0.0,0,0,0,1,-1,0,1,1,0,0,1
27,14,0,2,0,0,0,0,4,1,0.0,0.0,0,0,0,0,-1,0,0,0,5,138069,0
41,10,0,2,1,0,0,0,5,1,0.024390244,0.0,0,1,0,0,3251,0,0,1,4,421761,1
38,14,1,2,0,0,1,1,3,1,0.263157895,0.428571429,0,0,0,0,869,0,1,0,0,0,1
129,15,1,2,2,0,1,3,8,0,0.217054264,0.0,0,1,0,2,1109,0,1,1,0,0,1
37,20,0,3,0,0,0,0,4,1,0.0,0.0,0,0,0,0,4521,0,0,1,2,7668130,1
79,19,0,4,0,0,0,0,6,1,0.0,0.0,0,0,0,0,12377,0,1,0,5,20423,0
58,31,1,4,1,0,0,0,3,0,0.206896552,0.322580645,0,0,1,0,5616,0,1,1,5,0,1
47,7,0,1,1,0,0,0,4,0,0.063829787,0.142857143,0,0,0,0,2521,0,1,1,7,632751,1
34,25,0,2,0,0,0,0,3,0,0.0,0.0,0,0,0,0,2301,0,1,0,3,22884,1
52,17,0,3,0,0,0,0,4,1,0.0,0.0,0,0,0,0,7304,0,1,0,5,148,0
48,17,0,2,1,0,0,0,5,1,0.0,0.0,0,1,1,0,3891,0,1,0,10,0,0
55,39,1,2,3,0,0,0,3,0,0.272727273,0.384615385,0,0,0,1,615,0,0,1,2,13523,1
55,18,0,2,3,0,0,0,4,1,0.0,0.0,0,0,0,0,7506,0,0,0,5,65678,0
33,17,0,1,0,0,0,0,4,0,0.0,0.0,0,0,0,0,-1,0,0,1,0,0,1
74,15,0,2,3,0,0,0,5,1,0.0,0.0,0,0,0,0,5211,0,0,1,4,202714,1
41,16,0,3,3,0,0,0,3,1,0.0,0.0,0,0,0,0,6133,0,0,0,5,28448,0
29,20,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,6735,0,1,0,3,185802,0
27,20,0,2,0,0,0,0,2,0,0.0,0.0,0,0,0,0,1013,0,0,1,2,0,1
334,13,1,10,2,0,1,4,10,1,0.245508982,0.0,0,1,0,3,5590,0,0,1,3,0,1
37,28,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,2914,0,1,0,2,1680589,0
109,17,0,2,10,0,0,0,6,1,0.073394495,0.0,0,0,0,0,5207,0,1,0,5,13244,0
33,15,0,2,0,0,0,0,3,0,0.0,0.0,0,0,0,0,-1,0,0,0,5,317,0
26,10,0,1,0,0,0,0,3,0,0.038461538,0.0,0,0,0,0,2139,0,1,1,7,309382,1
96,7,0,2,1,0,1,2,3,0,0.083333333,0.0,0,0,0,0,4842,0,1,0,5,9602,1
60,16,0,3,3,0,0,0,5,1,0.0,0.0,0,1,0,0,-1,0,1,1,5,8523,0
62,10,1,1,0,0,0,0,5,0,0.258064516,0.0,0,0,0,0,-1,0,0,1,0,0,1
78,17,0,3,4,0,0,0,6,1,0.0,0.0,0,1,0,0,-1,0,0,1,4,77959,0
39,31,0,2,0,0,0,0,3,0,0.076923077,0.096774194,0,0,0,0,1546,0,0,1,2,4669,1
52,9,0,2,0,0,0,0,6,0,0.057692308,0.333333333,0,0,0,1,5728,0,0,1,0,0,1
80,34,0,3,8,0,0,0,3,1,0.0,0.0,0,0,0,0,3459,0,0,0,4,324208,0
29,16,0,2,0,0,0,1,3,0,0.0,0.0,0,0,0,0,5160,0,1,0,8,0,0
44,26,0,3,0,0,0,0,3,0,0.0681818179999999,0.115384615,0,0,0,1,1546,0,1,1,2,4669,1
32,23,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,4995,0,1,0,2,561890,0
113,15,0,2,1,0,1,1,7,0,0.061946903,0.0,0,1,0,1,8347,0,1,1,10,1,1
100,25,0,3,0,0,1,1,7,0,0.01,0.0,0,0,1,4,4099,0,0,1,0,0,1
32,25,0,2,0,0,0,0,2,0,0.15625,0.2,0,0,1,0,7295,0,0,1,5,0,1
44,29,0,3,0,0,0,0,3,0,0.045454545,0.068965517,0,0,0,1,3015,0,0,1,4,443326,1
52,13,0,3,0,0,0,0,4,0,0.019230769,0.076923077,0,0,0,0,2817,0,1,1,0,0,1
24,15,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,4875,0,1,0,4,7896,0
65,17,0,2,7,0,0,0,4,0,0.0,0.0,0,1,0,0,3063,0,1,0,4,430644,0
49,13,0,2,2,0,0,0,5,0,0.0,0.0,0,1,0,2,1613,0,0,1,0,0,1
49,12,0,2,1,0,0,0,6,0,0.020408163,0.0,0,1,0,3,-1,0,0,1,1,998801,1
132,16,0,3,3,0,1,1,4,0,0.0681818179999999,0.0,0,0,0,0,7764,0,1,0,5,32,1
32,15,0,2,1,0,0,0,4,1,0.03125,0.066666667,0,1,1,0,2646,0,0,0,3,1518041,0
19,10,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,-1,0,1,0,5,166944,0
54,21,0,2,1,0,0,0,4,1,0.0,0.0,0,0,0,0,3374,0,0,0,5,249487,0
59,31,0,4,1,0,0,0,5,0,0.0,0.0,0,1,0,0,8195,0,1,1,4,8063233,1
82,18,0,2,6,0,0,0,7,1,0.0,0.0,0,1,0,0,4401,0,0,0,2,0,0
64,16,0,2,0,0,0,1,6,1,0.0,0.0,0,0,0,0,7838,0,0,0,5,4087,0
155,39,0,5,2,0,1,1,3,0,0.15483871,0.153846154,0,0,1,0,5614,0,0,1,5,0,1
51,16,0,2,0,0,0,0,4,0,0.0,0.0,0,0,0,0,7132,0,1,0,7,12,0
24,16,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,3097,0,0,0,2,2457400,0
43,18,0,3,0,0,0,0,4,1,0.0,0.0,0,0,0,0,1859,0,0,1,2,0,1
23,14,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,1936,0,1,0,6,62777,0
83,23,1,1,2,0,1,4,5,0,0.228915663,0.0,0,0,1,0,1969,0,1,1,0,0,1
25,16,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,6831,0,1,0,2,0,0
64,13,0,1,4,0,0,0,5,0,0.03125,0.0,0,0,0,0,1573,0,0,1,4,239536,0
33,25,0,3,0,0,0,0,3,0,0.03030303,0.04,0,0,0,0,-1,0,0,0,3,0,1
56,20,0,2,3,0,0,0,4,1,0.053571429,0.0,0,0,0,0,2137,0,1,1,4,11284,0
87,51,0,2,6,0,0,0,4,0,0.0,0.0,0,0,0,1,254,0,1,1,1,35612,1
24,16,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,2480,0,0,0,4,5257779,0
107,16,0,2,9,0,0,0,4,1,0.0,0.0,0,0,0,1,8027,0,0,1,5,6195,0
30,21,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,8386,0,1,0,4,453826,0
148,17,0,5,1,0,0,0,13,0,0.047297297,0.117647059,0,1,0,5,4166,0,0,1,4,0,1
36,23,0,2,0,0,0,0,4,1,0.027777778,0.0,0,0,0,0,1802,0,0,1,0,0,1
69,25,0,2,0,0,0,0,7,0,0.0,0.0,0,0,0,0,1975,0,0,1,0,0,1
100,16,0,3,1,0,1,1,8,0,0.07,0.0,0,1,0,2,518,0,0,1,0,4427853,1
39,14,0,2,2,0,0,0,3,0,0.0,0.0,0,0,0,0,3573,0,1,0,6,15987,0
56,20,0,2,0,0,0,0,5,0,0.107142857,0.0,0,0,0,0,1574,0,0,1,0,0,1
53,17,0,2,1,0,0,0,7,1,0.0,0.0,0,1,0,3,6302,0,0,1,2,0,1
50,13,0,3,0,0,0,0,5,0,0.02,0.0,0,0,0,0,4979,0,0,1,2,315959,1
49,27,0,3,0,0,0,0,4,0,0.081632653,0.148148148,0,0,0,1,484,0,0,1,0,0,1
26,16,0,2,0,0,0,0,4,0,0.038461538,0.0,0,0,0,0,2644,0,0,1,1,0,1
30,15,0,2,0,0,0,0,3,0,0.033333333,0.066666667,0,0,0,0,3270,0,0,1,0,0,1
111,29,0,2,9,0,0,0,4,0,0.0,0.0,0,0,1,0,7616,0,0,0,5,2190,0
21,14,0,2,0,0,0,0,2,0,0.0,0.0,0,0,0,0,-1,0,0,0,3,1465448,0
25,16,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,3624,0,1,0,3,699776,0
60,12,1,1,0,0,0,0,5,0,0.3666666670000001,0.333333333,0,0,0,0,2532,0,0,1,0,0,1
28,19,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,6272,0,1,0,4,804801,0
98,26,1,2,2,0,0,0,9,1,0.244897959,0.0,0,1,0,2,2300,0,0,1,2,0,1
33,8,0,1,0,0,0,0,5,0,0.0,0.0,0,0,0,0,5621,0,0,1,1,0,1
99,12,0,1,2,0,0,0,9,0,0.050505051,0.0,0,1,0,2,1706,0,1,1,2,4830221,1
29,9,0,1,4,0,0,0,5,0,0.0,0.0,0,1,0,0,554,0,0,1,0,0,1
50,28,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,6055,0,0,1,5,116833,0
34,26,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,6202,0,0,0,5,7701846,0
20,7,0,1,0,0,0,0,3,0,0.0,0.0,0,0,0,0,920,0,1,1,6,11781,1
56,26,0,3,0,0,0,0,4,1,0.053571429,0.0,0,0,0,0,3640,0,0,1,0,0,1
28,20,0,3,0,0,0,0,3,0,0.0,0.0,0,0,0,1,8493,0,0,0,6,1973,1
75,25,0,4,0,1,1,0,6,1,0.026666667,0.0,0,0,0,1,1854,0,0,1,2,7237293,1
53,21,0,2,0,0,0,0,6,1,0.056603774,0.0,0,0,0,0,5972,0,0,1,0,0,1
69,16,0,4,0,0,1,1,10,1,0.0144927539999999,0.0,0,0,0,1,645,0,0,1,2,0,1
